round,PeopTotal,nets.yn,nets.count,in.outdoor,cul_male,cul_female,ara_male,ara_female_Pfneg,ara_female_Pfpos,funss_male,funss_female_Pfneg,funss_female_Pfpos,Focal.Area,month,Cluster,Treatment
16,5,Yes,1,Indoors,3,1,0,0,0,0,0,0,B,2018-01,B.2,Control
1to5,2,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2015-06,B.2,Control
1to5,5,Yes,1,Indoors,0,5,0,1,0,0,0,0,B,2015-07,B.2,Control
1to5,3,Yes,1,Outdoors,0,1,0,0,0,0,0,0,B,2015-07,B.2,Control
9,3,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2016-11,B.2,Control
9,2,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2016-11,B.2,Control
14,5,Yes,2,Outdoors,0,1,0,0,0,0,0,0,B,2017-09,B.2,Control
8,5,Yes,2,Outdoors,0,1,0,0,0,0,0,0,B,2016-09,B.2,Control
14,5,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2017-09,B.2,Control
8,5,Yes,2,Indoors,0,1,0,1,0,0,0,0,B,2016-09,B.2,Control
1to5,6,No,0,Indoors,0,28,0,0,0,0,0,0,B,2015-09,B.2,Control
1to5,6,No,0,Outdoors,1,5,0,2,0,0,0,0,B,2015-09,B.2,Control
1to5,4,Yes,1,Outdoors,0,1,0,2,0,0,0,0,B,2015-05,B.2,Control
1to5,4,Yes,1,Indoors,0,0,0,1,0,0,0,0,B,2015-05,B.2,Control
10,2,Yes,2,Indoors,0,2,0,0,0,0,0,0,B,2017-01,B.2,Control
10,2,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2017-02,B.2,Control
11,4,Yes,2,Outdoors,0,1,0,0,0,0,0,0,B,2017-03,B.2,Control
11,1,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-03,B.2,Control
9,3,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2016-11,B.2,Control
9,3,Yes,2,Outdoors,0,0,0,1,0,0,0,0,B,2016-11,B.2,Control
16,4,Yes,1,Indoors,3,1,0,0,0,0,0,0,B,2018-01,B.2,Control
16,5,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2018-01,B.2,Control
1to5,3,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2016-02,B.2,Control
1to5,3,No,0,Indoors,0,0,0,0,0,0,0,0,B,2016-02,B.2,Control
16,3,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2018-01,B.2,Control
16,3,No,0,Indoors,0,0,0,0,0,0,0,0,B,2018-02,B.2,Control
10,3,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2017-01,B.2,Control
10,5,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2017-02,B.2,Control
1to5,5,Yes,1,Outdoors,1,0,0,0,0,0,0,0,B,2015-05,B.2,Control
1to5,4,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2015-05,B.2,Control
1to5,4,No,0,Outdoors,0,3,0,0,0,0,0,0,B,2016-02,B.2,Control
1to5,4,No,0,Indoors,0,0,0,0,0,0,0,0,B,2016-02,B.2,Control
6,3,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2016-05,B.2,Control
6,3,Yes,3,Indoors,0,0,0,0,0,0,0,0,B,2016-05,B.2,Control
1to5,5,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2015-11,B.2,Control
1to5,5,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2015-11,B.2,Control
10,1,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-01,B.2,Control
10,1,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-02,B.2,Control
6,4,Yes,1,Outdoors,0,2,0,0,0,0,0,0,B,2016-05,B.2,Control
6,4,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2016-05,B.2,Control
1to5,3,Yes,1,Indoors,0,4,0,0,0,0,0,0,B,2015-07,B.2,Control
1to5,4,Yes,1,Outdoors,0,14,0,1,0,0,0,0,B,2015-07,B.2,Control
16,4,Yes,1,Indoors,1,2,0,0,0,0,0,0,B,2018-02,B.2,Control
16,3,Yes,1,Outdoors,2,3,0,0,0,0,0,0,B,2018-01,B.2,Control
15,1,No,0,Indoors,0,0,0,0,0,0,0,0,B,2017-12,B.2,Control
15,1,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2017-11,B.2,Control
12,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-06,B.2,Control
12,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-06,B.2,Control
15,4,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-11,B.2,Control
15,4,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-11,B.2,Control
11,6,Yes,2,Indoors,0,1,0,0,0,0,0,0,B,2017-03,B.2,Control
11,6,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2017-03,B.2,Control
16,4,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2018-01,B.2,Control
16,5,No,0,Outdoors,1,0,0,1,0,0,0,0,B,2018-01,B.2,Control
1to5,5,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2015-09,B.2,Control
1to5,5,No,0,Indoors,1,23,0,1,0,0,0,0,B,2015-09,B.2,Control
8,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2016-09,B.2,Control
7,4,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2016-07,B.2,Control
7,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2016-07,B.2,Control
8,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2016-09,B.2,Control
1to5,1,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2015-06,B.2,Control
1to5,1,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2015-06,B.2,Control
7,6,Yes,3,Indoors,0,0,0,0,0,0,0,0,B,2016-08,B.4,Control
16,6,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2018-02,B.4,Control
7,6,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2016-08,B.4,Control
16,6,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2018-02,B.4,Control
17,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2018-04,B.4,Control
17,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2018-04,B.4,Control
10,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-03,B.4,Control
10,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-03,B.4,Control
16,5,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2018-02,B.4,Control
16,5,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2018-02,B.4,Control
17,2,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2018-04,B.4,Control
17,2,No,0,Indoors,0,0,0,0,0,0,0,0,B,2018-04,B.4,Control
1to5,6,Yes,1,Outdoors,0,0,0,2,0,0,0,0,B,2015-08,B.4,Control
6,3,Yes,2,Outdoors,0,1,0,2,0,0,1,0,B,2016-06,B.4,Control
1to5,6,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2015-08,B.4,Control
6,3,Yes,2,Indoors,0,0,0,0,0,0,1,0,B,2016-06,B.4,Control
12,1,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2017-06,B.4,Control
12,4,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-06,B.4,Control
15,4,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2017-11,B.4,Control
15,4,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2017-11,B.4,Control
9,2,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2016-12,B.4,Control
9,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2016-12,B.4,Control
10,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-02,B.4,Control
8,4,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2016-09,B.4,Control
8,2,Yes,1,Indoors,0,0,1,0,0,0,0,0,B,2016-09,B.4,Control
10,2,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2017-03,B.4,Control
11,4,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2017-03,B.4,Control
11,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-03,B.4,Control
15,1,No,0,Indoors,0,0,0,0,0,0,0,0,B,2017-11,B.4,Control
15,1,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2017-11,B.4,Control
7,6,Yes,3,Indoors,0,0,0,0,0,0,0,0,B,2016-08,B.4,Control
7,6,Yes,3,Outdoors,0,0,0,0,0,0,0,0,B,2016-08,B.4,Control
8,4,Yes,1,Indoors,0,1,0,0,0,0,0,0,B,2016-09,B.4,Control
11,5,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2017-03,B.4,Control
11,5,No,0,Indoors,0,0,0,0,0,0,0,0,B,2017-03,B.4,Control
8,4,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2016-09,B.4,Control
16,1,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2018-02,B.4,Control
16,1,No,0,Indoors,0,0,0,0,0,0,0,0,B,2018-02,B.4,Control
11,6,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2017-03,B.4,Control
16,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2018-02,B.4,Control
16,3,Yes,1,Outdoors,1,2,0,0,0,0,0,0,B,2018-02,B.4,Control
17,6,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2018-04,B.4,Control
17,6,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2018-04,B.4,Control
11,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-03,B.4,Control
1to5,5,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2015-06,B.4,Control
1to5,5,No,0,Indoors,0,0,0,0,0,0,0,0,B,2015-06,B.4,Control
12,1,No,0,Indoors,0,0,0,0,0,0,0,0,B,2017-06,B.4,Control
13,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-07,B.4,Control
12,1,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2017-06,B.4,Control
9,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2016-12,B.4,Control
9,3,Yes,1,Indoors,0,0,0,1,0,0,0,0,B,2016-12,B.4,Control
10,1,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-03,B.4,Control
10,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-03,B.4,Control
13,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-07,B.4,Control
1to5,3,No,0,Indoors,0,0,0,1,0,0,0,0,B,2015-06,B.4,Control
1to5,3,No,0,Outdoors,0,1,0,1,0,0,0,0,B,2015-06,B.4,Control
11,5,No,0,Indoors,0,0,0,0,0,0,0,0,B,2017-03,B.4,Control
6,7,Yes,3,Indoors,0,0,0,0,0,0,0,0,B,2016-06,B.4,Control
6,7,Yes,3,Outdoors,0,0,0,0,0,0,0,0,B,2016-06,B.4,Control
11,5,Yes,3,Outdoors,0,0,0,0,0,0,0,0,B,2017-03,B.4,Control
10,4,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-03,B.4,Control
10,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-03,B.4,Control
13,1,No,0,Indoors,0,0,0,0,0,0,0,0,B,2017-07,B.4,Control
13,1,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2017-07,B.4,Control
12,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-06,B.4,Control
12,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-06,B.4,Control
9,1,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2016-12,B.4,Control
9,1,No,0,Indoors,0,0,0,0,0,0,0,0,B,2016-12,B.4,Control
7,6,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2016-08,B.4,Control
7,5,Yes,3,Outdoors,0,1,0,1,0,0,0,0,B,2016-08,B.4,Control
15,4,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2017-11,B.4,Control
11,6,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2017-03,B.4,Control
14,4,Yes,2,Indoors,0,2,0,0,0,0,0,0,B,2017-09,B.4,Control
14,4,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2017-09,B.4,Control
11,7,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2017-03,B.4,Control
15,3,No,0,Indoors,0,0,0,0,0,0,0,0,B,2017-11,B.4,Control
6,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2016-06,B.4,Control
6,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2016-06,B.4,Control
6,4,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2016-06,B.4,Control
6,4,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2016-06,B.4,Control
15,4,Yes,2,Outdoors,0,2,0,0,0,0,0,0,B,2017-11,B.4,Control
15,3,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2017-11,B.4,Control
15,2,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2017-11,B.4,Control
15,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-11,B.4,Control
8,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2016-09,B.4,Control
9,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2016-12,B.4,Control
9,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2016-12,B.4,Control
8,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2016-09,B.4,Control
14,5,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2017-09,B.4,Control
9,5,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2016-12,B.4,Control
14,5,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2017-09,B.4,Control
17,4,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2018-04,B.4,Control
17,4,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2018-04,B.4,Control
9,5,No,0,Indoors,0,0,0,0,0,0,0,0,B,2016-12,B.4,Control
17,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2018-04,B.4,Control
17,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2018-04,B.4,Control
13,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-07,B.4,Control
13,4,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2017-07,B.4,Control
14,1,No,0,Indoors,0,0,0,0,0,0,0,0,B,2017-09,B.4,Control
14,1,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2017-09,B.4,Control
1to5,5,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2015-09,B.4,Control
1to5,5,No,0,Indoors,0,0,0,0,0,0,0,0,B,2015-09,B.4,Control
12,4,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2017-06,B.4,Control
12,4,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2017-06,B.4,Control
15,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-11,B.4,Control
15,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-11,B.4,Control
14,3,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2017-09,B.4,Control
14,3,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2017-09,B.4,Control
7,5,No,0,Indoors,0,0,0,0,0,0,0,0,B,2016-08,B.4,Control
7,4,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2016-08,B.4,Control
13,4,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2017-07,B.4,Control
13,4,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2017-07,B.4,Control
13,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-07,B.4,Control
10,4,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2017-03,B.4,Control
13,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-07,B.4,Control
10,5,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2017-03,B.4,Control
11,3,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2017-05,B.4,Control
11,3,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2017-05,B.4,Control
9,5,No,0,Indoors,0,0,0,0,0,0,0,0,B,2016-12,B.4,Control
7,4,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2016-08,B.4,Control
10,5,No,0,Indoors,0,0,0,0,0,0,0,0,B,2017-03,B.4,Control
7,5,Yes,2,Outdoors,0,0,0,0,0,0,0,0,B,2016-08,B.4,Control
9,4,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2016-12,B.4,Control
10,4,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-03,B.4,Control
14,1,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-09,B.4,Control
14,1,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2017-09,B.4,Control
8,6,Yes,3,Indoors,0,0,0,0,0,0,1,0,B,2016-09,B.4,Control
8,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2016-09,B.4,Control
16,1,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2018-02,B.4,Control
16,1,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2018-02,B.4,Control
15,2,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2017-12,B.4,Control
15,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2017-11,B.4,Control
13,5,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2017-07,B.4,Control
13,5,No,0,Indoors,0,0,0,0,0,0,0,0,B,2017-07,B.4,Control
1to5,5,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2015-09,B.4,Control
1to5,5,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2015-09,B.4,Control
1to5,4,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2015-09,B.4,Control
1to5,4,No,0,Indoors,0,0,0,0,0,0,0,0,B,2015-09,B.4,Control
15,5,Yes,2,Indoors,0,0,0,0,0,0,0,0,B,2017-11,B.4,Control
15,2,No,0,Outdoors,0,0,0,0,0,0,0,0,B,2017-12,B.4,Control
16,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,B,2018-02,B.4,Control
16,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,B,2018-02,B.4,Control
17,0,NA,0,Outdoors,0,0,0,0,0,0,0,0,C,2018-03,C.4,Control
17,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,C,2018-03,C.4,Control
1to5,8,No,0,Indoors,0,0,0,0,0,0,0,0,C,2015-08,C.4,Control
14,4,No,0,Indoors,0,1,0,0,0,0,0,0,C,2017-09,C.4,Control
1to5,3,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2015-08,C.4,Control
15,4,No,0,Indoors,0,2,0,0,0,0,0,0,C,2017-11,C.4,Control
15,4,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2017-11,C.4,Control
1to5,5,No,0,Indoors,0,3,0,0,0,0,0,0,C,2016-02,C.4,Control
1to5,13,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2016-03,C.4,Control
1to5,3,No,0,Indoors,0,0,0,0,0,0,0,0,C,2015-09,C.4,Control
1to5,3,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2015-09,C.4,Control
1to5,1,No,0,Indoors,0,0,0,0,0,0,0,0,C,2015-05,C.4,Control
14,3,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2017-09,C.4,Control
14,1,No,0,Indoors,0,0,0,0,0,0,0,0,C,2017-09,C.4,Control
1to5,5,No,0,Indoors,0,0,0,0,0,0,0,0,C,2015-11,C.4,Control
9,5,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2016-12,C.4,Control
9,4,No,0,Indoors,0,0,0,0,0,0,0,0,C,2016-12,C.4,Control
1to5,5,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2015-11,C.4,Control
10,4,No,0,Indoors,0,0,0,0,0,0,0,0,C,2017-01,C.4,Control
6,4,Yes,1,Outdoors,0,0,0,0,0,0,0,0,C,2016-05,C.4,Control
10,0,NA,0,Outdoors,0,0,0,0,0,0,0,0,C,2017-02,C.4,Control
6,4,No,0,Indoors,0,3,0,0,0,0,0,0,C,2016-06,C.4,Control
8,4,Yes,2,Outdoors,0,0,0,0,0,0,0,0,C,2016-10,C.4,Control
8,3,Yes,2,Indoors,0,0,0,0,0,0,0,0,C,2016-10,C.4,Control
13,4,No,0,Indoors,0,0,0,0,0,0,0,0,C,2017-07,C.4,Control
13,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,C,2017-07,C.4,Control
1to5,1,Yes,1,Outdoors,0,5,0,0,0,0,0,0,C,2016-03,C.4,Control
1to5,3,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2016-03,C.4,Control
1to5,2,Yes,1,Indoors,0,0,0,0,0,0,0,0,C,2016-03,C.4,Control
12,4,No,0,Indoors,0,0,0,0,0,0,0,0,C,2017-06,C.4,Control
12,2,Yes,2,Outdoors,0,0,0,0,0,0,0,0,C,2017-06,C.4,Control
13,1,No,0,Indoors,0,0,0,0,0,0,0,0,C,2017-07,C.4,Control
13,1,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2017-07,C.4,Control
11,1,Yes,1,Indoors,0,0,0,0,0,0,0,0,C,2017-03,C.4,Control
11,1,Yes,1,Outdoors,0,0,0,0,0,0,0,0,C,2017-03,C.4,Control
1to5,1,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2015-07,C.4,Control
7,6,Yes,3,Outdoors,0,1,0,0,0,0,0,0,C,2016-08,C.4,Control
7,4,Yes,2,Indoors,0,0,0,0,0,0,0,0,C,2016-08,C.4,Control
7,2,Yes,1,Outdoors,0,0,0,0,0,0,0,0,C,2016-08,C.4,Control
7,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,C,2016-08,C.4,Control
1to5,4,Yes,1,Outdoors,0,0,0,0,0,0,0,0,C,2015-09,C.4,Control
1to5,4,No,0,Indoors,0,0,0,0,0,0,0,0,C,2015-05,C.4,Control
1to5,4,No,0,Outdoors,0,0,0,5,0,0,0,0,C,2015-05,C.4,Control
8,5,Yes,1,Outdoors,0,0,0,0,0,0,0,0,C,2016-10,C.4,Control
1to5,4,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2015-07,C.4,Control
8,1,Yes,1,Indoors,0,0,0,0,0,0,0,0,C,2016-10,C.4,Control
1to5,3,No,0,Indoors,0,0,0,0,0,0,0,0,C,2016-03,C.4,Control
1to5,3,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2016-02,C.4,Control
1to5,2,No,0,Indoors,0,0,0,0,0,0,0,0,C,2015-11,C.4,Control
1to5,2,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2015-11,C.4,Control
15,4,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2017-11,C.4,Control
15,4,No,0,Indoors,0,0,0,0,0,0,0,0,C,2017-11,C.4,Control
1to5,4,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2015-07,C.4,Control
11,7,Yes,2,Outdoors,0,3,0,0,0,0,0,0,C,2017-03,C.4,Control
11,8,Yes,2,Indoors,0,0,0,0,0,0,0,0,C,2017-03,C.4,Control
10,0,NA,0,Indoors,0,0,0,0,0,0,0,0,C,2017-01,C.4,Control
10,0,NA,0,Outdoors,0,0,0,0,0,0,0,0,C,2017-02,C.4,Control
6,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,C,2016-05,C.4,Control
6,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,C,2016-06,C.4,Control
6,1,No,0,Indoors,0,0,0,0,0,0,0,0,C,2016-06,C.4,Control
6,1,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2016-05,C.4,Control
6,1,No,0,Indoors,0,0,0,0,0,0,0,0,C,2016-05,C.4,Control
6,1,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2016-06,C.4,Control
6,1,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2016-06,C.4,Control
6,1,No,0,Indoors,0,0,0,0,0,0,0,0,C,2016-05,C.4,Control
16,3,No,0,Outdoors,0,1,0,0,0,0,0,0,C,2018-02,C.4,Control
16,3,No,0,Indoors,0,0,0,0,0,0,0,0,C,2018-01,C.4,Control
16,3,Yes,2,Indoors,0,2,0,0,0,0,0,0,C,2018-01,C.4,Control
16,3,Yes,2,Outdoors,0,0,0,0,0,0,0,0,C,2018-02,C.4,Control
9,6,Yes,3,Indoors,0,0,0,0,0,0,0,0,C,2016-12,C.4,Control
12,6,Yes,2,Indoors,0,0,0,0,0,0,0,0,C,2017-05,C.4,Control
12,0,NA,0,Outdoors,0,0,0,0,0,0,0,0,C,2017-05,C.4,Control
9,7,Yes,3,Outdoors,0,0,0,0,0,0,0,0,C,2016-12,C.4,Control
1to5,3,No,0,Indoors,0,0,0,0,0,0,0,0,C,2016-02,C.4,Control
17,0,NA,0,Indoors,0,0,0,0,0,0,0,0,C,2018-03,C.4,Control
17,0,NA,0,Outdoors,0,1,0,0,0,0,0,0,C,2018-03,C.4,Control
1to5,8,No,0,Outdoors,0,1,0,0,0,0,0,0,C,2015-07,C.4,Control
1to5,8,No,0,Indoors,0,0,0,0,0,0,0,0,C,2015-07,C.4,Control
10,3,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2017-02,C.4,Control
10,3,No,0,Indoors,0,0,0,0,0,0,0,0,C,2017-02,C.4,Control
1to5,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,C,2015-05,C.4,Control
1to5,3,No,0,Indoors,0,0,0,0,0,0,0,0,C,2015-05,C.4,Control
7,1,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2016-08,C.4,Control
7,1,No,0,Indoors,0,0,0,0,0,0,0,0,C,2016-08,C.4,Control
1to5,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,C,2015-05,C.4,Control
1to5,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,C,2015-05,C.4,Control
16,5,No,0,Indoors,0,0,0,0,0,0,0,0,C,2018-02,C.4,Control
16,0,NA,0,Outdoors,0,0,0,0,0,0,0,0,C,2018-01,C.4,Control
7,3,Yes,1,Indoors,0,0,0,0,0,0,0,0,C,2016-08,C.4,Control
7,3,Yes,1,Outdoors,0,0,0,0,0,0,0,0,C,2016-08,C.4,Control
15,4,Yes,1,Indoors,0,0,0,0,0,0,0,0,C,2017-11,C.4,Control
15,3,Yes,2,Outdoors,0,0,0,0,0,0,0,0,C,2017-11,C.4,Control
9,4,Yes,1,Outdoors,0,0,0,0,0,0,0,0,C,2016-12,C.4,Control
9,4,Yes,2,Indoors,0,0,0,0,0,0,0,0,C,2016-12,C.4,Control
15,0,NA,0,Indoors,0,0,0,0,0,0,0,0,C,2017-11,C.4,Control
15,5,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2017-11,C.4,Control
6,5,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2016-05,C.4,Control
17,6,No,0,Indoors,0,0,0,0,0,0,0,0,C,2018-03,C.4,Control
17,0,NA,0,Outdoors,0,0,0,0,0,0,0,0,C,2018-03,C.4,Control
14,4,No,0,Outdoors,0,0,0,0,0,0,0,0,C,2017-09,C.4,Control
7,3,Yes,2,Outdoors,0,0,0,0,0,0,0,0,C,2016-08,C.4,Control
7,0,NA,0,Indoors,0,0,0,0,0,0,0,0,C,2016-08,C.4,Control
12,4,Yes,3,Outdoors,0,0,0,0,0,0,0,0,C,2017-05,C.4,Control
